created_at,twitter_id,text,user_id,user_name,screen_name,followers_count,friends_count,profile_image,retweet_count,favorite_count,lang,place_type,place_name,place_full_name,country,disaster_type,date,region,latitude,longitude,country_code
2021-08-18 23:53:14,1.4281429800372306e+18,Tornado warned storm at Athens https://t.co/HOiRFjQwAD,15220806,James Spann,spann,439783,53680.0,http://pbs.twimg.com/profile_images/1890149584/spannwantsyou_normal.jpg,14,27.0,en,city,Highland Lakes,"Highland Lakes, AL",United States,storm,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:53:14,1.4281429800372306e+18,Tornado warned storm at Athens https://t.co/HOiRFjQwAD,15220806,James Spann,spann,439783,53680.0,http://pbs.twimg.com/profile_images/1890149584/spannwantsyou_normal.jpg,14,27.0,en,city,Highland Lakes,"Highland Lakes, AL",United States,tornado,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:53:04,1.4281429368399708e+18,"1.6 magnitude #earthquake. 5 km from #Boron, CA, United States https://t.co/lv3cFEP77g",362523555,Earthquake Alerts,QuakesToday,198956,10.0,http://pbs.twimg.com/profile_images/2433994816/qvn5ctift622bdsult18_normal.png,3,0.0,en,admin,California,"California, USA",United States,earthquake,2021-08-18,Americas,35.037,-117.689,US
2021-08-18 23:53:04,1.4281429358543135e+18,"1.6 magnitude #earthquake. 3 mi from Boron, #CA, United States https://t.co/Z9jyuSErvq",715541250,Southern CA Quakes,quakesLA,46263,14.0,http://pbs.twimg.com/profile_images/2431017812/ymz8am28opna1auh0m8k_normal.png,0,0.0,en,admin,California,"California, USA",United States,earthquake,2021-08-18,Americas,35.037,-117.689,US
2021-08-18 23:52:58,1.4281429116784722e+18,"Opened Debris - Backlane request via web at 115 Huntington Park Green NW Northwest Calgary https://t.co/eIGuQ91k5C. The back lane is becoming a dumping ground. old furniture, used tires and other garbage is piling up. it is a fire hazard and is attra... https://t.co/0heaDm584l",365249229,311 Calgary,311calgary,4679,0.0,http://pbs.twimg.com/profile_images/801857691966521344/DG3G_b8V_normal.jpg,0,0.0,en,city,Calgary,"Calgary, Alberta",Canada,fire,2021-08-18,Americas,51.1197997,-114.08224890000001,CA
2021-08-18 23:52:57,1.428142908763431e+18,See all you halfwits laughing at the Taliban for not being able to use a cross trainer or a set of weights you clearly haven’t seen them action a recoilless rifle in indirect fire.,967421744893038592,Maurice Brown,MoBoDrums,381,627.0,http://pbs.twimg.com/profile_images/1406268022046826496/2E0HUI2R_normal.jpg,0,2.0,en,city,Whiteabbey,"Whiteabbey, Northern Ireland",United Kingdom,fire,2021-08-18,Europe,55.378051,-3.435973,GB
2021-08-18 23:52:50,1.4281428802715197e+18,UPDATE: Lavaca OEM says this tank battery fire was ignited by the lightning. FM 318 is now open. https://t.co/hqptXrv3kk,2614830392,Ozzy Mora | News Anchor,ozzy_mora,2472,1257.0,http://pbs.twimg.com/profile_images/1416299190842441729/CVhD8Wbb_normal.jpg,0,2.0,en,city,Victoria,"Victoria, TX",United States,fire,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:52:05,1.4281426887972946e+18,"2.6 magnitude #earthquake. 54 km SE of Perryville, Alaska https://t.co/XBsmWHadlN",362523555,Earthquake Alerts,QuakesToday,198956,10.0,http://pbs.twimg.com/profile_images/2433994816/qvn5ctift622bdsult18_normal.png,1,2.0,en,,,,,earthquake,2021-08-18,,55.563,-158.542,
2021-08-18 23:52:04,1.4281426865114522e+18,"1.5 magnitude #earthquake. 7 km from Pāhala, HI, #UnitedStates https://t.co/LGBCAfQqoi",362523555,Earthquake Alerts,QuakesToday,198956,10.0,http://pbs.twimg.com/profile_images/2433994816/qvn5ctift622bdsult18_normal.png,0,2.0,ca,admin,Hawaii,"Hawaii, USA",United States,earthquake,2021-08-18,Americas,19.144000000000002,-155.444,US
2021-08-18 23:52:00,1.4281426667435745e+18,"USGS reports a M2.6 earthquake, 54 km SE of Perryville, Alaska on 8/18/21 @ 21:39:56 UTC https://t.co/jwgXOzbYqZ #earthquake",1414684496,Every Earthquake,everyEarthquake,25500,1.0,http://pbs.twimg.com/profile_images/1271322067451801603/jh5Aked-_normal.jpg,0,1.0,en,,,,,earthquake,2021-08-18,,55.5626,-158.5418,
2021-08-18 23:51:59,1.4281426661270036e+18,"USGS reports a M1.51 earthquake, 7 km SSE of Pāhala, Hawaii on 8/18/21 @ 23:20:39 UTC https://t.co/RmoGvR64mm #earthquake",1414684496,Every Earthquake,everyEarthquake,25500,1.0,http://pbs.twimg.com/profile_images/1271322067451801603/jh5Aked-_normal.jpg,2,0.0,ro,admin,Hawaii,"Hawaii, USA",United States,earthquake,2021-08-18,Americas,19.14383333,-155.44383333,US
2021-08-18 23:51:49,1.4281426235550024e+18,“Something I’ve never seen.” -@ToddFox43 after seeing our building start to flood in his 20+ years here! https://t.co/JkR1dWg5Qs #weather https://t.co/95fCicApE2,3042498014,Bradon Long FOX43,bradonlongwx,1826,1557.0,http://pbs.twimg.com/profile_images/1296577662442516481/NL-oviXs_normal.jpg,4,13.0,en,city,Tyler Run,"Tyler Run, PA",United States,flood,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:51:35,1.4281425652162437e+18,Some interesting structure on this storm cluster entering Phoenix.  @NWSPhoenix #azwx https://t.co/hqO6AHQEDS,751737240,andrew,adubbsphx,291,197.0,http://pbs.twimg.com/profile_images/1239921011320950785/_HxYOIqu_normal.jpg,0,3.0,en,city,Phoenix,"Phoenix, AZ",United States,storm,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:51:35,1.4281425649186365e+18,New tornado warning polygon for parts of Limestone County until 7:15 https://t.co/oBuPIQf81H,15220806,James Spann,spann,439783,53680.0,http://pbs.twimg.com/profile_images/1890149584/spannwantsyou_normal.jpg,12,49.0,en,city,Highland Lakes,"Highland Lakes, AL",United States,tornado,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:51:14,1.4281424758442312e+18,"Ml 2.6 earthquake (reviewed) occured at 2021-08-18T21:39:56 UTC, 54 km SE of Perryville, Alaska https://t.co/LI3Jeo6iv4",107816182,Quake Reports,earthshook,7564,1.0,http://pbs.twimg.com/profile_images/997866768323481600/AjAsNQYc_normal.jpg,0,0.0,en,,,,,earthquake,2021-08-18,,55.5626,-158.5418,
2021-08-18 23:51:09,1.4281424537737216e+18,"USGS reports: M1,5 Earthquake 7 km SSE of PÄhala, Hawaii, Depth 33,2 Km @ 2021-08-18 13:20:39 HST. More info: https://t.co/uqWM2L9NHP  #EarthQuake #Hawaii #Quake https://t.co/1uqmBMZjqx",1105820183778807808,HawaiiQuakes,HawaiiQuakes,254,6.0,http://pbs.twimg.com/profile_images/1105820699921399808/WiKhSg1E_normal.png,0,0.0,en,admin,Hawaii,"Hawaii, USA",United States,earthquake,2021-08-18,Americas,19.14383333,-155.44383333,US
2021-08-18 23:51:04,1.4281424357548564e+18,5.2 magnitude #earthquake. South Sandwich Islands region https://t.co/vrdhFzuTaj,362523555,Earthquake Alerts,QuakesToday,198956,10.0,http://pbs.twimg.com/profile_images/2433994816/qvn5ctift622bdsult18_normal.png,6,3.0,en,,,,,earthquake,2021-08-18,,-58.724,-23.328000000000003,
2021-08-18 23:51:04,1.4281424345091482e+18,"2.3 magnitude #earthquake. 3 km from Quinton, OK, #UnitedStates https://t.co/t9b6gTPmkJ",362523555,Earthquake Alerts,QuakesToday,198956,10.0,http://pbs.twimg.com/profile_images/2433994816/qvn5ctift622bdsult18_normal.png,2,2.0,en,admin,Oklahoma,"Oklahoma, USA",United States,earthquake,2021-08-18,Americas,35.105,-95.345,US
2021-08-18 23:51:00,1.4281424171867382e+18,"USGS reports a M5.2 earthquake, South Sandwich Islands region on 8/18/21 @ 23:30:33 UTC https://t.co/LaVXpy1t2J #earthquake",1414684496,Every Earthquake,everyEarthquake,25500,1.0,http://pbs.twimg.com/profile_images/1271322067451801603/jh5Aked-_normal.jpg,0,1.0,en,,,,,earthquake,2021-08-18,,-58.7235,-23.3281,
2021-08-18 23:51:00,1.4281424164485489e+18,"USGS reports a M2.33 earthquake, 3 km SE of Quinton, Oklahoma on 8/18/21 @ 23:47:17 UTC https://t.co/61x604eAQa #earthquake",1414684496,Every Earthquake,everyEarthquake,25500,1.0,http://pbs.twimg.com/profile_images/1271322067451801603/jh5Aked-_normal.jpg,0,0.0,en,admin,Oklahoma,"Oklahoma, USA",United States,earthquake,2021-08-18,Americas,35.10451508,-95.34477997,US
2021-08-18 23:50:43,1.4281423459255132e+18,"Flash Flood Warning continues for Hornell NY, Bath NY, Canisteo NY until 12:00 AM EDT https://t.co/bdHRbSGdNe",809914358,NWS Binghamton,NWSBinghamton,29076,220.0,http://pbs.twimg.com/profile_images/875742949010702336/n3YXlMXu_normal.jpg,3,7.0,en,admin,New York,"New York, USA",United States,flood,2021-08-18,Americas,42.26340761,-77.50604771,US
2021-08-18 23:50:40,1.428142334684795e+18,"At 7:49 PM EDT, Jasper [Steuben Co, NY] 911 CALL CENTER reports FLASH FLOOD. CAR STRANDED IN WATER. https://t.co/hxOkR2OkZ7",34920848,IEMBot BGM,iembot_bgm,184,0.0,http://pbs.twimg.com/profile_images/195923783/bender-smoking2_normal.jpg,0,0.0,en,admin,New York,"New York, USA",United States,flood,2021-08-18,Americas,42.12,-77.5,US
2021-08-18 23:50:16,1.4281422339627827e+18,"At 7:48 PM EDT, 2 SSE Troupsburg [Steuben Co, NY] EMERGENCY MNGR reports FLASH FLOOD. BRIDGE FLOODED, NUMEROUS ROADS FLOODED. https://t.co/bNv2Q8c2gp",34920848,IEMBot BGM,iembot_bgm,184,0.0,http://pbs.twimg.com/profile_images/195923783/bender-smoking2_normal.jpg,0,0.0,en,admin,New York,"New York, USA",United States,flood,2021-08-18,Americas,42.02,-77.52,US
2021-08-18 23:50:13,1.428142219421266e+18,"Spotr 3 miles S of LITCHFIELD PARK, AZ @ 23:50 UTC Flood&gt;-Water flooding major roadways on McDowell road between Litchfield road and Dysart road . Visibility is nearly 0.",94001295,Spotter Network Inc,spotternetwork,13558,8.0,http://pbs.twimg.com/profile_images/555245150/download_normal.jpeg,2,1.0,en,city,Goodyear,"Goodyear, AZ",United States,flood,2021-08-18,Americas,33.46428334,-112.35599579999999,US
2021-08-18 23:50:13,1.4281422193205699e+18,"Mb 5.2 earthquake (reviewed) occured at 2021-08-18T23:30:33 UTC, South Sandwich Islands region https://t.co/xwNgGriT1q",107816182,Quake Reports,earthshook,7564,1.0,http://pbs.twimg.com/profile_images/997866768323481600/AjAsNQYc_normal.jpg,0,0.0,en,,,,,earthquake,2021-08-18,,-58.7235,-23.3281,
2021-08-18 23:50:02,1.4281421718828073e+18,A 5.2 magnitude earthquake occurred in South Sandwich Islands region. Details: https://t.co/0emczMerzw Map: https://t.co/v8H2WJtKtw,122264472,Earthquake Robot,earthquakeBot,124680,6.0,http://pbs.twimg.com/profile_images/1103221580/Picture_3_normal.png,3,13.0,en,,,,,earthquake,2021-08-18,,-58.7235,-23.3281,
2021-08-18 23:49:02,1.428141922053464e+18,Acabei de destruir um namoro no free fire 😭☝🏻,1328473240260505601,foverer winter.🧣,stevens_pauloo,767,788.0,http://pbs.twimg.com/profile_images/1423388018170372100/7ZlhlY8N_normal.jpg,0,3.0,pt,city,Manaus,"Manaus, Brazil",Brazil,fire,2021-08-18,Americas,-14.235004,-51.92528,BR
2021-08-18 23:49:00,1.428141912087679e+18,"Fire: A raging fire, which can melt steel and has invincible power. In reality, be as passionate as fire. It can ignite your enthusiasm for your career, give you strength to go forward bravely, and overcome all difficulties with firm belief! Realize one's outlook on life and valu https://t.co/n8PYnPbCja",1383739904765546498,NaAishi。entrepreneur,sy2097713960,164,1282.0,http://pbs.twimg.com/profile_images/1425594938998214657/SwD1Ho3g_normal.jpg,0,2.0,en,poi,Willis Tower,Willis Tower,United States,fire,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:48:50,1.4281418706731868e+18,Tornado warning remains in effect for parts of Limestone County until 7:15 https://t.co/sC5ww0PpYs,15220806,James Spann,spann,439782,53680.0,http://pbs.twimg.com/profile_images/1890149584/spannwantsyou_normal.jpg,10,14.0,en,city,Meadowbrook,"Meadowbrook, AL",United States,tornado,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:48:39,1.4281417013364204e+18,Tornado Warning including Athens AL until 7:15 PM CDT https://t.co/JG39SHOtPv,2544227706,NWS Tornado,NWStornado,126424,0.0,http://pbs.twimg.com/profile_images/473923246031507457/kVfFpQY2_normal.png,23,38.0,en,city,Athens,"Athens, AL",United States,tornado,2021-08-18,Americas,34.78536906,-86.90220086,US
2021-08-18 23:48:33,1.4281418022306324e+18,@diegoalejocm Jajajajajajaja...armando la lista....está on fire .. que hará con tantos....esa es la linda pelea que estamos todos viendo por estos días.,281735080,cristinita,lucializca,801,931.0,http://pbs.twimg.com/profile_images/1423070187176308738/qJWsFslH_normal.jpg,0,1.0,es,city,Bucaramanga,"Bucaramanga, Colombia",Colombia,fire,2021-08-18,Americas,4.570868,-74.297333,CO
2021-08-18 23:48:29,1.4281417830709576e+18,Wow we are under a tornado warning.,352752258,jarvis: that damn extrovert ⬆️🌈🐝,artsyboy1985,4682,2398.0,http://pbs.twimg.com/profile_images/1402818321758752768/FgknR3an_normal.jpg,0,6.0,en,admin,Alabama,"Alabama, USA",United States,tornado,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:48:27,1.4281417768256348e+18,…has developed for 20 yrs into full grown Hell on earth.  Imagine a child not knowing from second to second if they’ll die.  I call upon the name of the  Lord to help the innocent.  I ask for a cease fire of words toward President Biden. Let him do his job. https://t.co/sC8IHhSJmJ,1304172941391863817,Jamie Montoya,FriendableJamie,43,428.0,http://pbs.twimg.com/profile_images/1416590208603205635/imw2et9k_normal.jpg,0,0.0,en,city,Raleigh,"Raleigh, NC",United States,fire,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:48:26,1.4281417691248271e+18,"@PepeLasVegas @ohrnberger And the owners hired the GM!! Where does this stop? I can’t fire a guy after he signed Machado, traded/extended Tatis, and traded for Crone. AJ won’t be perfect all the time but he’s proven himself. Tingles hasn’t. 1 playoff appearance in a short season. I need more.",41433282,Kevin,kevkev614,135,1302.0,http://pbs.twimg.com/profile_images/461154801300955136/DOd_6EZP_normal.jpeg,0,0.0,en,city,San Diego,"San Diego, CA",United States,fire,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:48:24,1.428141762468479e+18,"Please send all #dixefire videos to crazycaliweather@gmail.com, I would like to work on a documentary about this year's fire season. Will be put on YouTube in the winter of 2021/22. All videos with time, date, and locations will be helpful. #CAwx #FireWX #janesville #Susanville",1427757645155373056,Crazy California Weather,CrazyCaliforni6,4,4.0,http://pbs.twimg.com/profile_images/1427757816983351300/qVU0o1DB_normal.png,0,1.0,en,admin,California,"California, USA",United States,fire,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:48:09,1.4281417013364204e+18,Tornado Warning including Athens AL until 7:15 PM CDT https://t.co/JG39SHOtPv,2544227706,NWS Tornado,NWStornado,126424,0.0,http://pbs.twimg.com/profile_images/473923246031507457/kVfFpQY2_normal.png,23,38.0,en,city,Athens,"Athens, AL",United States,tornado,2021-08-18,Americas,34.78536906,-86.90220086,US
2021-08-18 23:48:02,1.428141671569576e+18,Tornado Warning ⚠️ Limestone county https://t.co/fgADfeTMWe,116916708,104.3 WZYP,1043WZYP,7401,1531.0,http://pbs.twimg.com/profile_images/1367526561197543425/byROW2wQ_normal.jpg,0,2.0,en,admin,Alabama,"Alabama, USA",United States,tornado,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:47:57,1.4281416491049738e+18,Alert: OUTSIDE FIRE (ENGINE) @ 10746 109 ST N Tac: G Sent: E32,71052378,Pinellas County 911,PinellasCo911,9392,12.0,http://pbs.twimg.com/profile_images/500296527261081600/6m6pZzUv_normal.png,0,0.0,fr,city,Seminole,"Seminole, FL",United States,fire,2021-08-18,Americas,27.8701777,-82.78935365,US
2021-08-18 23:47:31,1.4281415423388795e+18,You can almost reach out &amp; touch the rainbow as tonight’s thunderstorm blows in🌈 #storm #thunderstorm #rainbow #rain #weather #Tampa #Florida #FlWx  ⁦@bn9weather⁩ ⁦@10TampaBay⁩ ⁦@BN9⁩ ⁦@WFLALeigh⁩ ⁦@spann⁩ ⁦@PaulFox13⁩ https://t.co/4p32HPgEe4,65202730,Lynne Carr,sandkeytiki,116,284.0,http://pbs.twimg.com/profile_images/1354151928360529920/JSyoflGD_normal.jpg,0,3.0,en,poi,Sand Key Beach,Sand Key Beach,United States,storm,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:47:29,1.4281415336818156e+18,Pretty cool storm view from up here on 41. #storms #highriseliving #thenational #downtowndallas @ The National https://t.co/lbFNOlC2f3,2759204389,Eric Peters,eripet02,154,652.0,http://pbs.twimg.com/profile_images/1053850927470465024/DqCeB0kM_normal.jpg,0,0.0,en,city,Dallas,"Dallas, TX",United States,storm,2021-08-18,Americas,32.78155,-96.80058000000001,US
2021-08-18 23:47:15,1.4281414743576453e+18,The intelligence community is about to get into a huge fight with the Biden administration. Intel just returned fire.   This is about to get interesting.,293148609,Tango Romeo🇺🇸 ⚾️⛈🏴‍☠️,timross2,216,746.0,http://pbs.twimg.com/profile_images/1300259362674483200/7L9Ujh7T_normal.jpg,1,1.0,en,city,Panama City,"Panama City, FL",United States,fire,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:46:52,1.4281413775866143e+18,So we are really getting hit by the same storm today that hit us late last week in San Juan.,925542602576932864,Jeff Erdman,Ffej_Namdre,142,552.0,http://pbs.twimg.com/profile_images/1187848336600117250/DAiqHHm8_normal.jpg,0,0.0,en,city,Lake Meade,"Lake Meade, PA",United States,storm,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:46:26,1.4281181245456466e+18,@WS_Storm_Sports GOAL STORM!!!! https://t.co/CdhLsSvc0I,2200152451,Rob,fv_rob,45,200.0,http://pbs.twimg.com/profile_images/1409145414020894726/CkYLHxaH_normal.jpg,2,10.0,en,city,Raleigh,"Raleigh, NC",United States,storm,2021-08-18,Americas,37.09024,-95.712891,US
2021-08-18 23:46:21,1.4281412462084874e+18,Alert: FIRE ALARM @ 8961 BAYWOOD PARK DR Tac: G Sent: E30,71052378,Pinellas County 911,PinellasCo911,9392,12.0,http://pbs.twimg.com/profile_images/500296527261081600/6m6pZzUv_normal.png,0,0.0,en,city,Seminole,"Seminole, FL",United States,fire,2021-08-18,Americas,27.82693685,-82.76349737,US
